"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.topic_1","Answer.topic_2","Answer.topic_3","Answer.topic_4","Approve","Reject"
"3H6W48L9F4GAQN6GFWUM8LKVNO1WPM","3PCDMC3F65SCD7JJHVLDY7J0H612X3","List Topics you are Knowledgeable About","List the top 4 topics that you are familiar with","knowledge, topics, survey","$0.01","Fri Apr 12 12:44:10 PDT 2019","500","BatchId:3605249;OriginalHitTemplateId:928390855;","3600","259200","Tue Apr 30 12:01:56 PDT 2019","","","3137ONMDKHWCIUPKHFFVGQVQPWZEG5","A2TDK0LD62WZ8Y","Approved","Sun Apr 28 12:07:46 PDT 2019","Sun Apr 28 12:19:18 PDT 2019","Wed May 01 12:19:18 PDT 2019","Tue Apr 30 22:53:05 PDT 2019","","","692","100% (1/1)","100% (1/1)","100% (1/1)","vegetarian food","Eagles band","Grey's Anatomy","Christianity"
"3H6W48L9F4GAQN6GFWUM8LKVNO1WPM","3PCDMC3F65SCD7JJHVLDY7J0H612X3","List Topics you are Knowledgeable About","List the top 4 topics that you are familiar with","knowledge, topics, survey","$0.01","Fri Apr 12 12:44:10 PDT 2019","500","BatchId:3605249;OriginalHitTemplateId:928390855;","3600","259200","Tue Apr 30 12:01:56 PDT 2019","","","317HQ483I8JU8R8S02IHRP2FFTWNIG","A1YA2C26WFEOLQ","Approved","Fri Apr 12 13:08:15 PDT 2019","Fri Apr 12 13:10:00 PDT 2019","Mon Apr 15 13:10:00 PDT 2019","2019-04-15 20:10:02 UTC","","","105","100% (1/1)","100% (1/1)","0% (0/0)","God","College Basketball","Goats","Living In the Country"
"3H6W48L9F4GAQN6GFWUM8LKVNO1WPM","3PCDMC3F65SCD7JJHVLDY7J0H612X3","List Topics you are Knowledgeable About","List the top 4 topics that you are familiar with","knowledge, topics, survey","$0.01","Fri Apr 12 12:44:10 PDT 2019","500","BatchId:3605249;OriginalHitTemplateId:928390855;","3600","259200","Tue Apr 30 12:01:56 PDT 2019","","","3180JW2OT53MDDMSEK7V99HT1PI5JL","A3ADP5EDYSB9HD","Approved","Fri Apr 12 16:27:56 PDT 2019","Fri Apr 12 16:28:45 PDT 2019","Mon Apr 15 16:28:45 PDT 2019","2019-04-15 23:29:02 UTC","","","49","100% (1/1)","100% (1/1)","0% (0/0)","LGBTQ ISSUES","ANIMAL RESCUE","MUSIC","HORROR MOVIES"
"3H6W48L9F4GAQN6GFWUM8LKVNO1WPM","3PCDMC3F65SCD7JJHVLDY7J0H612X3","List Topics you are Knowledgeable About","List the top 4 topics that you are familiar with","knowledge, topics, survey","$0.01","Fri Apr 12 12:44:10 PDT 2019","500","BatchId:3605249;OriginalHitTemplateId:928390855;","3600","259200","Tue Apr 30 12:01:56 PDT 2019","","","31EUONYN2WUHCIS40OHDL3SEFKFVOE","A1UF6JWST1N14P","Approved","Wed Apr 24 09:17:10 PDT 2019","Wed Apr 24 09:18:34 PDT 2019","Sat Apr 27 09:18:34 PDT 2019","2019-04-27 16:19:05 UTC","","","84","100% (1/1)","100% (1/1)","100% (1/1)","Fine Lubricants (Motor Oils, Hydraulic Oils, Gear Oils, ETC.)","Basketball","Video Games (Friday the 13th)",""
"3H6W48L9F4GAQN6GFWUM8LKVNO1WPM","3PCDMC3F65SCD7JJHVLDY7J0H612X3","List Topics you are Knowledgeable About","List the top 4 topics that you are familiar with","knowledge, topics, survey","$0.01","Fri Apr 12 12:44:10 PDT 2019","500","BatchId:3605249;OriginalHitTemplateId:928390855;","3600","259200","Tue Apr 30 12:01:56 PDT 2019","","","31EUONYN2WUHCIS40OHDL3SEGP6VOG","AWPLYU3VUP9RM","Approved","Wed Apr 24 20:32:57 PDT 2019","Wed Apr 24 20:34:20 PDT 2019","Sat Apr 27 20:34:20 PDT 2019","2019-04-28 03:35:05 UTC","","","83","100% (1/1)","100% (1/1)","100% (1/1)","american history","ms office","dog breeding","dog training"
"3H6W48L9F4GAQN6GFWUM8LKVNO1WPM","3PCDMC3F65SCD7JJHVLDY7J0H612X3","List Topics you are Knowledgeable About","List the top 4 topics that you are familiar with","knowledge, topics, survey","$0.01","Fri Apr 12 12:44:10 PDT 2019","500","BatchId:3605249;OriginalHitTemplateId:928390855;","3600","259200","Tue Apr 30 12:01:56 PDT 2019","","","31IBVUNM9TQN65FB1LYNY9J0OBMVFB","A2R6MA8QRP0JL5","Approved","Sun Apr 28 02:58:05 PDT 2019","Sun Apr 28 02:59:00 PDT 2019","Wed May 01 02:59:00 PDT 2019","Tue Apr 30 22:53:05 PDT 2019","","","55","100% (1/1)","100% (1/1)","100% (1/1)","Fashion","Style","Music",""
"3H6W48L9F4GAQN6GFWUM8LKVNO1WPM","3PCDMC3F65SCD7JJHVLDY7J0H612X3","List Topics you are Knowledgeable About","List the top 4 topics that you are familiar with","knowledge, topics, survey","$0.01","Fri Apr 12 12:44:10 PDT 2019","500","BatchId:3605249;OriginalHitTemplateId:928390855;","3600","259200","Tue Apr 30 12:01:56 PDT 2019","","","31LM9EDVOMJQ32SYIK3H3QHFSNKJNH","A42OYU2MKYW07","Approved","Sun Apr 14 20:07:18 PDT 2019","Sun Apr 14 20:09:08 PDT 2019","Wed Apr 17 20:09:08 PDT 2019","2019-04-18 03:10:02 UTC","","","110","100% (1/1)","100% (1/1)","0% (0/0)","Final Fantasy 14","Computers","3d modeling","League of Legends"
"3H6W48L9F4GAQN6GFWUM8LKVNO1WPM","3PCDMC3F65SCD7JJHVLDY7J0H612X3","List Topics you are Knowledgeable About","List the top 4 topics that you are familiar with","knowledge, topics, survey","$0.01","Fri Apr 12 12:44:10 PDT 2019","500","BatchId:3605249;OriginalHitTemplateId:928390855;","3600","259200","Tue Apr 30 12:01:56 PDT 2019","","","31LM9EDVOMJQ32SYIK3H3QHFTHUJNG","A16MSOHBGQO0FG","Approved","Thu Apr 18 16:42:22 PDT 2019","Thu Apr 18 16:43:12 PDT 2019","Sun Apr 21 16:43:12 PDT 2019","2019-04-21 23:44:02 UTC","","","50","100% (1/1)","100% (1/1)","0% (0/0)","U.S. Politics","Art (painting)","American fiction books","U.S. Men's College Basketball"
"3H6W48L9F4GAQN6GFWUM8LKVNO1WPM","3PCDMC3F65SCD7JJHVLDY7J0H612X3","List Topics you are Knowledgeable About","List the top 4 topics that you are familiar with","knowledge, topics, survey","$0.01","Fri Apr 12 12:44:10 PDT 2019","500","BatchId:3605249;OriginalHitTemplateId:928390855;","3600","259200","Tue Apr 30 12:01:56 PDT 2019","","","31LVTDXBL81HDQ8QECWBSPZH0XMLRW","A361B15RX0XLPT","Approved","Sat Apr 27 06:42:45 PDT 2019","Sat Apr 27 06:45:02 PDT 2019","Tue Apr 30 06:45:02 PDT 2019","","","","137","100% (1/1)","100% (1/1)","100% (1/1)","National Basketball Association","National Football League","College Basketball","Trading Stocks"
"3H6W48L9F4GAQN6GFWUM8LKVNO1WPM","3PCDMC3F65SCD7JJHVLDY7J0H612X3","List Topics you are Knowledgeable About","List the top 4 topics that you are familiar with","knowledge, topics, survey","$0.01","Fri Apr 12 12:44:10 PDT 2019","500","BatchId:3605249;OriginalHitTemplateId:928390855;","3600","259200","Tue Apr 30 12:01:56 PDT 2019","","","31N2WW6R9SH3UWDSHBSHFERHXZJ3FS","A34PIMGX9TJJXB","Approved","Mon Apr 29 08:11:57 PDT 2019","Mon Apr 29 08:12:13 PDT 2019","Thu May 02 08:12:13 PDT 2019","Tue Apr 30 22:53:05 PDT 2019","","","16","100% (1/1)","100% (1/1)","100% (1/1)","US Healthcare","Politics","Hockey",""
"3H6W48L9F4GAQN6GFWUM8LKVNO1WPM","3PCDMC3F65SCD7JJHVLDY7J0H612X3","List Topics you are Knowledgeable About","List the top 4 topics that you are familiar with","knowledge, topics, survey","$0.01","Fri Apr 12 12:44:10 PDT 2019","500","BatchId:3605249;OriginalHitTemplateId:928390855;","3600","259200","Tue Apr 30 12:01:56 PDT 2019","","","31QTRG6Q2U4G1CZAKZHCH21Y55FPYW","A21965OE2ECPPH","Approved","Sun Apr 14 12:43:48 PDT 2019","Sun Apr 14 12:44:38 PDT 2019","Wed Apr 17 12:44:38 PDT 2019","2019-04-17 19:45:05 UTC","","","50","100% (1/1)","100% (1/1)","0% (0/0)","Photography","Scotland","The Bible",""
"3H6W48L9F4GAQN6GFWUM8LKVNO1WPM","3PCDMC3F65SCD7JJHVLDY7J0H612X3","List Topics you are Knowledgeable About","List the top 4 topics that you are familiar with","knowledge, topics, survey","$0.01","Fri Apr 12 12:44:10 PDT 2019","500","BatchId:3605249;OriginalHitTemplateId:928390855;","3600","259200","Tue Apr 30 12:01:56 PDT 2019","","","31QTRG6Q2U4G1CZAKZHCH21Y6BDYPG","ADN2UD5FIU1X5","Approved","Mon Apr 15 11:45:20 PDT 2019","Mon Apr 15 11:47:14 PDT 2019","Thu Apr 18 11:47:14 PDT 2019","2019-04-18 18:48:02 UTC","","","114","100% (1/1)","100% (1/1)","0% (0/0)","brazilian jiu jitsu","Drawing","Mixed martial arts","Movie Trivia"
"3H6W48L9F4GAQN6GFWUM8LKVNO1WPM","3PCDMC3F65SCD7JJHVLDY7J0H612X3","List Topics you are Knowledgeable About","List the top 4 topics that you are familiar with","knowledge, topics, survey","$0.01","Fri Apr 12 12:44:10 PDT 2019","500","BatchId:3605249;OriginalHitTemplateId:928390855;","3600","259200","Tue Apr 30 12:01:56 PDT 2019","","","31Z0PCVWUL6VEKWGE70W9ZIYR3X7TD","A3PBTGKYMGQZ47","Approved","Thu Apr 18 16:03:42 PDT 2019","Thu Apr 18 16:04:05 PDT 2019","Sun Apr 21 16:04:05 PDT 2019","2019-04-21 23:05:02 UTC","","","23","100% (1/1)","100% (1/1)","0% (0/0)","Nail art","Skincare","Make up/Cosmetics","Dogs"
"3H6W48L9F4GAQN6GFWUM8LKVNO1WPM","3PCDMC3F65SCD7JJHVLDY7J0H612X3","List Topics you are Knowledgeable About","List the top 4 topics that you are familiar with","knowledge, topics, survey","$0.01","Fri Apr 12 12:44:10 PDT 2019","500","BatchId:3605249;OriginalHitTemplateId:928390855;","3600","259200","Tue Apr 30 12:01:56 PDT 2019","","","31Z0PCVWUL6VEKWGE70W9ZIYUBAT7V","A3CK2WFTQHRXQ","Approved","Mon Apr 29 09:36:58 PDT 2019","Mon Apr 29 09:37:59 PDT 2019","Thu May 02 09:37:59 PDT 2019","Tue Apr 30 22:53:06 PDT 2019","","","61","100% (1/1)","100% (1/1)","100% (1/1)","american Hip-Hop music","american entertainment","American History","American Math"
"3H6W48L9F4GAQN6GFWUM8LKVNO1WPM","3PCDMC3F65SCD7JJHVLDY7J0H612X3","List Topics you are Knowledgeable About","List the top 4 topics that you are familiar with","knowledge, topics, survey","$0.01","Fri Apr 12 12:44:10 PDT 2019","500","BatchId:3605249;OriginalHitTemplateId:928390855;","3600","259200","Tue Apr 30 12:01:56 PDT 2019","","","324G5B4FB4ZUYBZPG5CMPOGTW2V70I","A35M2SKP5AJGFI","Approved","Wed Apr 24 16:10:14 PDT 2019","Wed Apr 24 16:12:39 PDT 2019","Sat Apr 27 16:12:39 PDT 2019","2019-04-27 23:13:05 UTC","","","145","100% (1/1)","100% (1/1)","100% (1/1)","Business Math","Accounts Receivable Accounting","Cat Care","Episodic Ataxia"
"3H6W48L9F4GAQN6GFWUM8LKVNO1WPM","3PCDMC3F65SCD7JJHVLDY7J0H612X3","List Topics you are Knowledgeable About","List the top 4 topics that you are familiar with","knowledge, topics, survey","$0.01","Fri Apr 12 12:44:10 PDT 2019","500","BatchId:3605249;OriginalHitTemplateId:928390855;","3600","259200","Tue Apr 30 12:01:56 PDT 2019","","","324G5B4FB4ZUYBZPG5CMPOGTWQ307V","AAOL7O9OBOJY8","Approved","Sat Apr 27 21:56:03 PDT 2019","Sat Apr 27 21:56:42 PDT 2019","Tue Apr 30 21:56:42 PDT 2019","","","","39","100% (1/1)","100% (1/1)","100% (1/1)","soccer","Mathematics","football","oil and gad"
"3H6W48L9F4GAQN6GFWUM8LKVNO1WPM","3PCDMC3F65SCD7JJHVLDY7J0H612X3","List Topics you are Knowledgeable About","List the top 4 topics that you are familiar with","knowledge, topics, survey","$0.01","Fri Apr 12 12:44:10 PDT 2019","500","BatchId:3605249;OriginalHitTemplateId:928390855;","3600","259200","Tue Apr 30 12:01:56 PDT 2019","","","32AT8R96GM0WXVVX2FOH9M0WXHPSUS","A3D7OEB9J0KN0C","Approved","Tue Apr 16 22:41:57 PDT 2019","Tue Apr 16 22:42:33 PDT 2019","Fri Apr 19 22:42:33 PDT 2019","2019-04-20 05:43:02 UTC","","","36","100% (1/1)","100% (1/1)","0% (0/0)","Child Care","Painting","Animals","Reading"
"3H6W48L9F4GAQN6GFWUM8LKVNO1WPM","3PCDMC3F65SCD7JJHVLDY7J0H612X3","List Topics you are Knowledgeable About","List the top 4 topics that you are familiar with","knowledge, topics, survey","$0.01","Fri Apr 12 12:44:10 PDT 2019","500","BatchId:3605249;OriginalHitTemplateId:928390855;","3600","259200","Tue Apr 30 12:01:56 PDT 2019","","","32EYX73OY10KWGVKNQOCJCV0DDIRUD","A2D0SISDGM3LNO","Approved","Thu Apr 25 18:40:07 PDT 2019","Thu Apr 25 18:41:22 PDT 2019","Sun Apr 28 18:41:22 PDT 2019","2019-04-29 01:42:05 UTC","","","75","100% (1/1)","100% (1/1)","100% (1/1)","Basketball","Computer","science","movies"
"3H6W48L9F4GAQN6GFWUM8LKVNO1WPM","3PCDMC3F65SCD7JJHVLDY7J0H612X3","List Topics you are Knowledgeable About","List the top 4 topics that you are familiar with","knowledge, topics, survey","$0.01","Fri Apr 12 12:44:10 PDT 2019","500","BatchId:3605249;OriginalHitTemplateId:928390855;","3600","259200","Tue Apr 30 12:01:56 PDT 2019","","","32KTQ2V7RE6VF8UPK7X41HECTNB9MH","A17P5Q2CHBPH7F","Approved","Tue Apr 23 19:28:58 PDT 2019","Tue Apr 23 19:29:43 PDT 2019","Fri Apr 26 19:29:43 PDT 2019","2019-04-27 02:30:04 UTC","","","45","100% (1/1)","100% (1/1)","100% (1/1)","Social media","Pop culture","Escape rooms",""
"3H6W48L9F4GAQN6GFWUM8LKVNO1WPM","3PCDMC3F65SCD7JJHVLDY7J0H612X3","List Topics you are Knowledgeable About","List the top 4 topics that you are familiar with","knowledge, topics, survey","$0.01","Fri Apr 12 12:44:10 PDT 2019","500","BatchId:3605249;OriginalHitTemplateId:928390855;","3600","259200","Tue Apr 30 12:01:56 PDT 2019","","","32KTQ2V7RE6VF8UPK7X41HECUGRM9X","A3PQ17R44Q5UJK","Approved","Sat Apr 27 09:20:48 PDT 2019","Sat Apr 27 09:22:39 PDT 2019","Tue Apr 30 09:22:39 PDT 2019","","","","111","100% (1/1)","100% (1/1)","100% (1/1)","Technology. Building PC/Windows class computers from discrete components","Literature of the Transhuman Era, including science-fiction.","Mental Health","Writing."
"3H6W48L9F4GAQN6GFWUM8LKVNO1WPM","3PCDMC3F65SCD7JJHVLDY7J0H612X3","List Topics you are Knowledgeable About","List the top 4 topics that you are familiar with","knowledge, topics, survey","$0.01","Fri Apr 12 12:44:10 PDT 2019","500","BatchId:3605249;OriginalHitTemplateId:928390855;","3600","259200","Tue Apr 30 12:01:56 PDT 2019","","","32Q90QCQ1TCHKGL3760AEINJTD8KE3","A2RPGMCNYIRB8J","Approved","Sat Apr 13 09:05:12 PDT 2019","Sat Apr 13 09:08:22 PDT 2019","Tue Apr 16 09:08:22 PDT 2019","2019-04-16 16:09:03 UTC","","","190","100% (1/1)","100% (1/1)","0% (0/0)","figure skating","skin care","nutrition","climate change"
"3H6W48L9F4GAQN6GFWUM8LKVNO1WPM","3PCDMC3F65SCD7JJHVLDY7J0H612X3","List Topics you are Knowledgeable About","List the top 4 topics that you are familiar with","knowledge, topics, survey","$0.01","Fri Apr 12 12:44:10 PDT 2019","500","BatchId:3605249;OriginalHitTemplateId:928390855;","3600","259200","Tue Apr 30 12:01:56 PDT 2019","","","32Q90QCQ1TCHKGL3760AEINJTJNEKO","AWKP0M7G5BBCC","Approved","Sun Apr 14 10:24:02 PDT 2019","Sun Apr 14 10:24:57 PDT 2019","Wed Apr 17 10:24:57 PDT 2019","2019-04-17 17:25:05 UTC","","","55","100% (1/1)","100% (1/1)","0% (0/0)","proofreading","Microsoft Word","quilting","finance"
"3H6W48L9F4GAQN6GFWUM8LKVNO1WPM","3PCDMC3F65SCD7JJHVLDY7J0H612X3","List Topics you are Knowledgeable About","List the top 4 topics that you are familiar with","knowledge, topics, survey","$0.01","Fri Apr 12 12:44:10 PDT 2019","500","BatchId:3605249;OriginalHitTemplateId:928390855;","3600","259200","Tue Apr 30 12:01:56 PDT 2019","","","32RIADZISTVXGX1IN9XZWI220QJ4S9","A8Y0NJ6UY8FY2","Approved","Wed Apr 24 11:15:59 PDT 2019","Wed Apr 24 11:16:40 PDT 2019","Sat Apr 27 11:16:40 PDT 2019","2019-04-27 18:17:06 UTC","","","41","100% (1/1)","100% (1/1)","100% (1/1)","Psycholinguistics","Cognitive psychology","Bouldering","17th century British authors"
"3H6W48L9F4GAQN6GFWUM8LKVNO1WPM","3PCDMC3F65SCD7JJHVLDY7J0H612X3","List Topics you are Knowledgeable About","List the top 4 topics that you are familiar with","knowledge, topics, survey","$0.01","Fri Apr 12 12:44:10 PDT 2019","500","BatchId:3605249;OriginalHitTemplateId:928390855;","3600","259200","Tue Apr 30 12:01:56 PDT 2019","","","32RIADZISTVXGX1IN9XZWI220XU4SY","A3ED8A2JUJ1T2Y","Approved","Thu Apr 25 02:05:21 PDT 2019","Thu Apr 25 02:06:20 PDT 2019","Sun Apr 28 02:06:20 PDT 2019","2019-04-28 09:07:05 UTC","","","59","100% (1/1)","100% (1/1)","100% (1/1)","fishing","hunting","guns","baseball"
"3H6W48L9F4GAQN6GFWUM8LKVNO1WPM","3PCDMC3F65SCD7JJHVLDY7J0H612X3","List Topics you are Knowledgeable About","List the top 4 topics that you are familiar with","knowledge, topics, survey","$0.01","Fri Apr 12 12:44:10 PDT 2019","500","BatchId:3605249;OriginalHitTemplateId:928390855;","3600","259200","Tue Apr 30 12:01:56 PDT 2019","","","32SCWG5HIIVEISP4EGMKYBH56RS6PB","A2KYG17AZKIL3Y","Approved","Sat Apr 13 17:12:45 PDT 2019","Sat Apr 13 17:14:24 PDT 2019","Tue Apr 16 17:14:24 PDT 2019","2019-04-17 00:15:03 UTC","","","99","100% (1/1)","100% (1/1)","0% (0/0)","Cooking","Gardening","beer brewing","carpentry"
"3H6W48L9F4GAQN6GFWUM8LKVNO1WPM","3PCDMC3F65SCD7JJHVLDY7J0H612X3","List Topics you are Knowledgeable About","List the top 4 topics that you are familiar with","knowledge, topics, survey","$0.01","Fri Apr 12 12:44:10 PDT 2019","500","BatchId:3605249;OriginalHitTemplateId:928390855;","3600","259200","Tue Apr 30 12:01:56 PDT 2019","","","32SVAV9L3G08Y5WK6V6P1DGQYI6A3I","A3SX7BETGKB3UH","Approved","Fri Apr 19 09:01:47 PDT 2019","Fri Apr 19 09:04:27 PDT 2019","Mon Apr 22 09:04:27 PDT 2019","2019-04-22 16:05:02 UTC","","","160","100% (1/1)","100% (1/1)","0% (0/0)","Bullet journaling","Thermodynamics","Cognitive behavioral therapy","History of the American university"
